colour	x	y	showSelected1
#00B0F6	14	2.00243458167246	7
#00B0F6	15	1.53832204889867	7
#00B0F6	16	3.29691150037773	7
#00B0F6	17	4.13108134614868	7
#00B0F6	18	5.89115467802584	7
#00B0F6	19	6.9799154859258	7
#00B0F6	20	8.71697593956538	7
#00B0F6	21	8.23416457992191	7
#00B0F6	22	9.47890350693696	7
#00B0F6	23	10.5752891735533	7
#00B0F6	24	9.60536788020063	7
#00B0F6	25	10.9080508982351	7
#00B0F6	26	10.5645687557706	7
#00B0F6	27	10.9210302794915	7
#00B0F6	28	10.1767092706073	7
#00B0F6	29	9.60436110663163	7
#00B0F6	30	8.91171711707096	7
#00B0F6	31	10.0349979801624	7
#00B0F6	32	9.06484254158704	7
#00B0F6	33	9.25721128947338	7
#00B0F6	34	7.93883021567887	7
#00B0F6	35	9.55123542203266	7
#00B0F6	36	10.0071362367015	7
#00B0F6	37	8.27606217038534	7
#00B0F6	38	8.62198720462961	7
#00B0F6	39	8.02321144454657	7
#00B0F6	40	7.67891210639951	7
#00B0F6	41	9.72431686027801	7
#00B0F6	42	9.71523635868348	7
#00B0F6	43	9.27830227456665	7
#00B0F6	44	8.3850354950566	7
#00B0F6	45	9.27296100062534	7
#00B0F6	46	8.11856041987465	7
#00B0F6	47	8.25507528397034	7
#00B0F6	48	7.63977224009508	7
#00B0F6	49	6.99100061423577	7
#00B0F6	50	6.06810998164319	7
#9590FF	1	0	8
#9590FF	2	2.65814140647326	8
#9590FF	3	3.96901730438745	8
#9590FF	4	3.44248124624965	8
#9590FF	5	3.01911737675434	8
#9590FF	6	4.43505931861357	8
#9590FF	7	1.74069180933703	8
#9590FF	8	1.77952305456576	8
#9590FF	9	2.50749321896552	8
#9590FF	10	1.81078344504236	8
#9590FF	11	1.13217803693029	8
#9590FF	12	2.59173876221759	8
#9590FF	13	2.78071805593549	8
#9590FF	14	2.82708187237704	8
#9590FF	15	2.64125053178357	8
#9590FF	16	3.60687788403238	8
#9590FF	17	2.73926587203906	8
#9590FF	18	2.43132929302287	8
#9590FF	19	4.17511943153364	8
#9590FF	20	5.51101564967384	8
#9590FF	21	4.90187311807665	8
#9590FF	22	4.24485866612194	8
#9590FF	23	3.81011560110447	8
#9590FF	24	4.13992720026261	8
#9590FF	25	3.36424100341094	8
#9590FF	26	5.00260861560744	8
#9590FF	27	6.02172747492093	8
#9590FF	28	6.78622372550694	8
#9590FF	29	7.93562928454813	8
#9590FF	30	8.00028280105251	8
#9590FF	31	8.75721096002328	8
#9590FF	32	7.73430513085131	8
#9590FF	33	7.23161010825685	8
#9590FF	34	6.43305597399849	8
#9590FF	35	6.17483317513675	8
#9590FF	36	6.65356702738549	8
#9590FF	37	7.83120038828703	8
#9590FF	38	9.07029689703962	8
#9590FF	39	8.92963510226504	8
#9590FF	40	9.70117232775264	8
#9590FF	41	9.88781464743672	8
#9590FF	42	9.03976855228901	8
#9590FF	43	11.1463720688615	8
#9590FF	44	12.4040722077006	8
#9590FF	45	11.2686702404966	8
#9590FF	46	11.1056968098063	8
#9590FF	47	10.9705903559797	8
#9590FF	48	11.1375051238878	8
#9590FF	49	11.4027294769983	8
#9590FF	50	13.3694473854273	8
#E76BF3	1	0	9
#E76BF3	2	3.16700380773564	9
#E76BF3	3	5.45077351862836	9
#E76BF3	4	8.11035915927488	9
#E76BF3	5	9.22402270753722	9
#E76BF3	6	9.49226224650184	9
#E76BF3	7	10.8183391955529	9
#E76BF3	8	10.8696644494887	9
#E76BF3	9	11.5801580345903	9
#E76BF3	10	11.1488537233016	9
#E76BF3	11	9.16204375070619	9
#E76BF3	12	9.19582528136672	9
#E76BF3	13	8.82272812906899	9
#E76BF3	14	9.95904504366689	9
#E76BF3	15	8.34373035979301	9
#E76BF3	16	8.63391598366722	9
#E76BF3	17	10.2215048319132	9
#E76BF3	18	11.2583217043149	9
#E76BF3	19	11.4885441055765	9
#E76BF3	20	11.540040758716	9
#E76BF3	21	11.2469698806803	9
#E76BF3	22	11.4828558911234	9
#E76BF3	23	12.6208360976839	9
#E76BF3	24	9.76396568484336	9
#E76BF3	25	10.1838936023175	9
#E76BF3	26	10.3200027228719	9
#E76BF3	27	9.72694242838851	9
#E76BF3	28	8.45783423042641	9
#E76BF3	29	7.75857876592556	9
#E76BF3	30	8.23979292302768	9
#E76BF3	31	9.9113002513508	9
#E76BF3	32	9.99718187306813	9
#E76BF3	33	10.4326372896718	9
#E76BF3	34	11.3159648602708	9
#E76BF3	35	13.1972661817198	9
#E76BF3	36	13.644874401167	9
#E76BF3	37	13.783811233746	9
#E76BF3	38	13.4049117812619	9
#E76BF3	39	13.0968242373212	9
#E76BF3	40	14.5171554384636	9
#E76BF3	41	14.6289446933312	9
#E76BF3	42	14.8143209701215	9
#E76BF3	43	13.9744809751703	9
#E76BF3	44	12.4210155001562	9
#E76BF3	45	12.0026050369585	9
#E76BF3	46	10.9771783495659	9
#E76BF3	47	10.632269253861	9
#E76BF3	48	12.1819249060472	9
#E76BF3	49	10.4754253034277	9
#E76BF3	50	11.0929037536454	9
#FF62BC	1	0	10
#FF62BC	2	1.32160217304411	10
#FF62BC	3	1.5274736864342	10
#FF62BC	4	1.64179353466772	10
#FF62BC	5	0.864335747199248	10
#FF62BC	6	1.91408500619394	10
#FF62BC	7	2.09310980672236	10
#FF62BC	8	2.20365129925543	10
#FF62BC	9	2.67095608223897	10
#FF62BC	10	3.03728972175785	10
#FF62BC	11	2.68975109655131	10
#FF62BC	12	1.41348055354392	10
#FF62BC	13	1.19710491950406	10
#FF62BC	14	0.15475957921409	10
#FF62BC	15	1.29913486479616	10
#FF62BC	16	0.578224857442432	10
#FF62BC	17	0.827567036516157	10
#FF62BC	18	0.405795985572589	10
#FF62BC	19	2.2153703805404	10
#FF62BC	20	2.10307982363198	10
#FF62BC	21	3.05380579015573	10
#FF62BC	22	2.961625379805	10
#FF62BC	23	4.33410238035934	10
#FF62BC	24	3.69491897105549	10
#FF62BC	25	3.91709469848891	10
#FF62BC	26	4.02064804902006	10
#FF62BC	27	4.2885885468409	10
#FF62BC	28	2.73563759068679	10
#FF62BC	29	1.81600521019654	10
#FF62BC	30	2.38265509821506	10
#FF62BC	31	3.32852826789651	10
#FF62BC	32	3.45384824878668	10
#FF62BC	33	3.10477998040072	10
#FF62BC	34	3.65345743153985	10
#FF62BC	35	3.89068819240424	10
#FF62BC	36	4.12507881016106	10
#FF62BC	37	3.10154040713291	10
#FF62BC	38	3.48009113733697	10
#FF62BC	39	3.9240649784284	10
#FF62BC	40	3.64264823094123	10
#FF62BC	41	1.93920473347551	10
#FF62BC	42	5.13773522557532	10
#FF62BC	43	4.1342362208582	10
#FF62BC	44	3.74258687000683	10
#FF62BC	45	3.60836356181788	10
#FF62BC	46	6.63027865398076	10
#FF62BC	47	5.25136086736082	10
#FF62BC	48	4.02570253479363	10
#FF62BC	49	4.5890923158734	10
#FF62BC	50	4.13768811801128	10
